#ThreadID Size Duration #authors #distinctLinks
68108 2 2612.000000 3 2
68110 1 0.000000 2 1
68111 9 46152.000000 7 6
68115 1 0.000000 2 1
68117 1 0.000000 2 1
68121 1 0.000000 2 1
68122 1 0.000000 2 1
68125 1 0.000000 2 1
68127 1 0.000000 2 1
68128 2 449.000000 3 2
68129 4 22065.000000 4 3
68130 1 0.000000 2 1
68131 3 38209.000000 3 2
68132 1 0.000000 2 1
68134 1 0.000000 2 1
68135 1 0.000000 2 1
68138 1 0.000000 2 1
68141 3 34495.000000 4 3
68142 4 290834.000000 3 2
68145 7 53136.000000 5 4
68146 3 4377.000000 4 3
68148 5 155441.000000 4 3
68149 1 0.000000 2 1
68153 1 0.000000 2 1
68155 2 7157.000000 3 2
68156 2 1638.000000 2 1
68157 1 0.000000 2 1
68160 13 342841.000000 4 4
68162 3 30458.000000 4 3
68165 1 0.000000 2 1
68166 1 0.000000 2 1
68167 4 66350.000000 4 3
68170 4 107710.000000 4 3
68173 1 0.000000 2 1
68174 1 0.000000 2 1
68176 1 0.000000 2 1
68181 3 8023.000000 4 3
68182 4 13462.000000 4 3
68183 1 0.000000 2 1
68185 1 0.000000 2 1
68190 5 102057.000000 6 5
68193 1 0.000000 2 1
68194 5 67675.000000 6 5
68201 1 0.000000 2 1
68204 2 41665.000000 3 2
68206 1 0.000000 2 1
68208 1 0.000000 2 1
68211 2 11951.000000 3 2
68212 1 0.000000 2 1
68213 1 0.000000 2 1
68219 2 1322.000000 2 1
68220 1 0.000000 2 1
68222 2 28014.000000 3 2
68223 2 994.000000 3 2
68228 1 0.000000 2 1
68229 4 81149.000000 3 2
68231 1 0.000000 2 1
68232 2 2274.000000 3 2
68234 1 0.000000 2 1
68236 1 0.000000 2 1
68239 2 43194.000000 2 1
68240 5 5684.000000 5 4
68250 1 0.000000 2 1
68251 1 0.000000 2 1
68254 1 0.000000 2 1
68256 1 0.000000 2 1
68261 3 105354.000000 4 3
68262 2 2045.000000 3 2
68263 1 0.000000 2 1
68265 27 295182.000000 25 25
68267 3 3228.000000 4 3
68268 1 0.000000 2 1
68272 1 0.000000 2 1
68273 1 0.000000 2 1
68279 1 0.000000 2 1
68280 1 0.000000 2 1
68281 1 0.000000 2 1
68282 3 8197.000000 2 1
68283 1 0.000000 2 1
68285 2 487087.000000 2 1
68286 5 189895.000000 6 5
68287 1 0.000000 2 1
68288 1 0.000000 2 1
68289 1 0.000000 2 1
68290 1 0.000000 2 1
68293 1 0.000000 2 1
68295 5 102819.000000 5 4
68296 10 148648.000000 9 9
68298 1 0.000000 2 1
68299 3 49648.000000 2 1
68302 1 0.000000 2 1
68303 1 0.000000 2 1
68304 2 16239.000000 2 1
68305 1 0.000000 2 1
68309 3 42395.000000 4 3
68310 1 0.000000 2 1
68313 1 0.000000 2 1
68315 9 193954.000000 5 5
68317 2 196244.000000 3 2
68319 3 30374.000000 3 2
68321 2 1117.000000 3 2
68323 1 0.000000 2 1
68324 3 82041.000000 3 2
68326 4 91811.000000 4 3
68327 2 71298.000000 3 2
68329 1 0.000000 2 1
68332 1 0.000000 2 1
68337 2 383982.000000 3 2
68339 1 0.000000 2 1
68340 1 0.000000 2 1
68349 2 2073.000000 3 2
68350 9 140353.000000 5 4
68352 1 0.000000 2 1
68358 6 42491.000000 4 3
68361 2 158565.000000 2 1
68362 1 0.000000 2 1
68366 1 0.000000 2 1
68367 1 0.000000 2 1
68368 34 287787.000000 15 20
68370 1 0.000000 2 1
68371 1 0.000000 2 1
68373 7 374357.000000 4 3
68375 3 27819.000000 2 1
68377 2 10951.000000 3 2
68380 1 0.000000 2 1
68381 2 12725.000000 3 2
68385 2 55093.000000 3 2
68386 1 0.000000 2 1
68392 2 454.000000 3 2
68394 2 10341.000000 3 2
68396 6 156324.000000 3 2
68403 3 67801.000000 3 2
68406 5 31108.000000 5 5
68408 1 0.000000 2 1
68411 2 345.000000 3 2
68412 2 5333.000000 2 1
68413 2 58932.000000 3 2
68417 8 157890.000000 5 4
68420 1 0.000000 2 1
68423 9 1132879.000000 7 7
68425 1 0.000000 2 1
68426 2 2587.000000 3 2
68427 2 87547.000000 3 2
68429 1 0.000000 2 1
68430 3 75904.000000 3 2
68431 5 79195.000000 6 5
68432 2 14936.000000 3 2
68433 2 35446.000000 3 2
68437 7 27264.000000 3 2
68438 3 24222.000000 4 3
68439 3 20652.000000 2 1
68440 3 26386.000000 4 3
68442 7 12430.000000 4 3
68444 2 22715.000000 3 2
68445 3 61397.000000 3 2
68446 4 106505.000000 5 4
68447 2 4692.000000 3 2
68451 1 0.000000 2 1
68456 3 319.000000 4 3
68457 6 573325.000000 6 6
68461 1 0.000000 2 1
68464 5 63489.000000 4 4
68465 8 215119.000000 5 4
68467 3 28603.000000 3 2
68468 3 10099.000000 4 3
68469 1 0.000000 2 1
68470 4 43828.000000 5 4
68471 1 0.000000 2 1
68473 1 0.000000 2 1
68482 1 0.000000 2 1
68484 1 0.000000 2 1
68485 3 9684.000000 3 3
68486 1 0.000000 2 1
68488 1 0.000000 2 1
68489 1 0.000000 2 1
68490 2 19942.000000 3 2
68491 1 0.000000 2 1
68492 2 246221.000000 3 2
68494 2 14926.000000 3 2
68495 1 0.000000 2 1
68496 6 75208.000000 4 4
68499 1 0.000000 2 1
68503 3 904.000000 4 3
68504 6 79651.000000 5 4
68507 1 0.000000 2 1
68508 1 0.000000 2 1
68509 5 489956.000000 6 5
68510 5 381976.000000 6 5
68513 2 667.000000 3 2
68514 2 39972.000000 2 1
68515 1 0.000000 2 1
68520 4 25033.000000 5 4
68521 2 207.000000 3 2
68522 3 3086.000000 2 1
68525 6 56316.000000 5 4
68528 3 42944.000000 4 3
68529 1 0.000000 2 1
68531 6 47203.000000 3 2
68532 3 1551.000000 2 1
68534 3 29799.000000 4 3
68535 4 9945.000000 4 3
68537 1 0.000000 2 1
68539 2 565.000000 2 1
68541 1 0.000000 2 1
68542 7 30042.000000 6 5
68544 15 412337.000000 13 13
68546 3 8818.000000 4 3
68550 2 25199.000000 2 1
68551 2 240636.000000 3 2
68552 11 84558.000000 6 6
68553 1 0.000000 2 1
68554 1 0.000000 2 1
68555 1 0.000000 2 1
68556 1 0.000000 2 1
68559 2 25367.000000 2 1
68562 1 0.000000 2 1
68566 1 0.000000 2 1
68567 1 0.000000 2 1
68569 1 0.000000 2 1
68572 7 75730.000000 7 6
68573 1 0.000000 2 1
68574 1 0.000000 2 1
68575 2 23213.000000 3 2
68576 1 0.000000 2 1
68577 5 9699.000000 3 3
68578 1 0.000000 2 1
68579 4 90340.000000 4 3
68581 1 0.000000 2 1
68582 2 40688.000000 3 2
68585 1 0.000000 2 1
68587 3 10143.000000 4 3
68589 2 40040.000000 3 2
68591 1 0.000000 2 1
68593 2 30147.000000 3 2
68594 1 0.000000 2 1
68596 1 0.000000 2 1
68597 1 0.000000 2 1
68600 3 21663.000000 2 1
68601 1 0.000000 2 1
68603 6 191186.000000 6 6
68607 2 225837.000000 2 1
68609 1 0.000000 2 1
68610 1 0.000000 2 1
68611 1 0.000000 2 1
68617 2 46516.000000 3 2
68618 1 0.000000 2 1
68619 1 0.000000 2 1
68621 2 167219.000000 2 1
68623 1 0.000000 2 1
68625 1 0.000000 2 1
68627 1 0.000000 2 1
68628 4 3583.000000 3 3
68630 2 19999.000000 3 2
68633 2 7818.000000 3 2
68636 1 0.000000 2 1
68637 2 87148.000000 3 2
68644 2 11754.000000 2 1
68645 2 8529.000000 2 1
68647 1 0.000000 2 1
68649 11 31263.000000 12 11
68650 3 30107.000000 4 3
68651 3 12154.000000 4 3
68652 4 16772.000000 5 4
68656 2 50505.000000 3 2
68658 1 0.000000 2 1
68659 9 5023239.000000 7 7
68660 1 0.000000 2 1
68662 6 116045.000000 5 4
68664 1 0.000000 2 1
68665 10 102540.000000 6 7
68667 2 12500.000000 2 1
68668 1 0.000000 2 1
68669 3 217764.000000 3 2
68671 3 32897.000000 4 3
68672 2 16481.000000 3 2
68679 1 0.000000 2 1
68681 6 58791.000000 4 3
68682 1 0.000000 2 1
68684 2 58756.000000 2 1
68686 3 4663.000000 4 3
68687 2 26149.000000 2 1
68688 2 140588.000000 3 2
68689 5 48520.000000 6 5
68692 1 0.000000 2 1
68694 1 0.000000 2 1
68695 4 164014.000000 4 3
68697 1 0.000000 2 1
68698 4 225016.000000 5 4
68703 5 165646.000000 5 4
68705 1 0.000000 2 1
68706 2 116103.000000 2 1
68711 2 55230.000000 3 2
68713 2 1224.000000 3 2
68714 1 0.000000 2 1
68717 1 0.000000 2 1
68719 1 0.000000 2 1
68720 2 1038.000000 2 1
68723 1 0.000000 2 1
68725 1 0.000000 2 1
68728 12 166056.000000 3 2
68732 6 84369.000000 4 3
68733 1 0.000000 2 1
68735 1 0.000000 2 1
68736 1 0.000000 2 1
68738 6 1265560.000000 7 6
68739 3 260229.000000 2 1
68740 1 0.000000 2 1
68741 2 17564.000000 3 2
68743 1 0.000000 2 1
68745 8 91320.000000 6 6
68746 6 536500.000000 2 1
68747 2 50456.000000 2 1
68750 2 1288.000000 3 2
68754 3 20004.000000 4 3
68755 1 0.000000 2 1
68757 7 44937.000000 5 4
68759 1 0.000000 2 1
68762 1 0.000000 2 1
68764 1 0.000000 2 1
68766 3 1885.000000 3 2
68770 1 0.000000 2 1
68771 3 3041.000000 3 2
68772 1 0.000000 2 1
68775 2 1966.000000 3 2
68780 23 1309894.000000 10 16
68781 1 0.000000 2 1
68782 1 0.000000 2 1
68784 1 0.000000 2 1
68786 3 68374.000000 4 3
68788 7 25670.000000 3 3
68789 1 0.000000 2 1
68790 1 0.000000 2 1
68792 2 70010.000000 3 2
68793 1 0.000000 2 1
68796 1 0.000000 2 1
68797 1 0.000000 2 1
68798 1 0.000000 2 1
68799 4 83565.000000 5 4
68800 5 81375.000000 3 3
68801 20 815812.000000 12 16
68803 7 101764.000000 7 6
68807 1 0.000000 2 1
68808 3 1135.000000 4 3
68809 7 14369.000000 5 5
68810 1 0.000000 2 1
68817 1 0.000000 2 1
68820 3 342598.000000 3 2
68822 1 0.000000 2 1
68823 2 30554.000000 3 2
68826 1 0.000000 2 1
68827 1 0.000000 2 1
68828 1 0.000000 2 1
68829 1 0.000000 2 1
68833 3 1916.000000 4 3
68834 4 3006.000000 5 4
68835 5 23642.000000 3 2
68836 1 0.000000 2 1
68838 4 60629.000000 5 4
68841 1 0.000000 2 1
68844 1 0.000000 2 1
68845 1 0.000000 2 1
68847 2 21710.000000 3 2
68849 15 99685.000000 6 5
68851 1 0.000000 2 1
68852 3 65554.000000 4 3
68854 1 0.000000 2 1
68855 1 0.000000 2 1
68856 1 0.000000 2 1
68859 1 0.000000 2 1
68860 2 6296.000000 2 1
68861 2 2663.000000 3 2
68867 2 25674.000000 3 2
68869 5 51660.000000 6 5
68873 8 1265341.000000 4 5
68877 4 242793.000000 5 4
68878 1 0.000000 2 1
68879 4 24246.000000 4 3
68880 2 47766.000000 2 1
68885 5 28601.000000 4 3
68887 4 149577.000000 3 2
68888 9 176528.000000 6 5
68889 1 0.000000 2 1
68894 2 3623.000000 3 2
68896 1 0.000000 2 1
68898 2 142683.000000 3 2
68899 1 0.000000 2 1
68901 1 0.000000 2 1
68902 3 128637.000000 4 3
68903 3 15845.000000 3 2
68906 2 9215.000000 2 1
68908 1 0.000000 2 1
68910 2 4545.000000 3 2
68911 1 0.000000 2 1
68912 1 0.000000 2 1
68914 2 198218.000000 3 2
68916 1 0.000000 2 1
68918 5 97223.000000 4 3
68920 5 19974.000000 5 4
68921 1 0.000000 2 1
68922 1 0.000000 2 1
68923 4 56368.000000 4 3
68927 1 0.000000 2 1
68931 1 0.000000 2 1
68932 3 848.000000 4 3
68933 5 15239.000000 3 2
68935 1 0.000000 2 1
68936 1 0.000000 2 1
68937 2 1444.000000 3 2
68938 1 0.000000 2 1
68940 1 0.000000 2 1
68942 45 1376584.000000 28 39
68945 3 14236.000000 2 1
68946 1 0.000000 2 1
68949 2 29408.000000 2 1
68954 2 38839.000000 3 2
68955 2 56743.000000 3 2
68960 1 0.000000 2 1
68961 1 0.000000 2 1
68965 1 0.000000 2 1
68966 9 38933.000000 4 3
68967 1 0.000000 2 1
68968 1 0.000000 2 1
68969 1 0.000000 2 1
68970 5 22467.000000 2 1
68972 3 4092.000000 3 3
68973 1 0.000000 2 1
68975 1 0.000000 2 1
68978 2 46752.000000 2 1
68979 1 0.000000 2 1
68980 2 16227.000000 3 2
68981 1 0.000000 2 1
68982 8 62489.000000 7 6
68983 2 935.000000 3 2
68984 2 69792.000000 3 2
68988 1 0.000000 2 1
68989 13 412104.000000 10 10
68992 1 0.000000 2 1
68993 10 195454.000000 6 8
68994 1 0.000000 2 1
68995 2 2618.000000 3 2
68996 1 0.000000 2 1
69001 2 396.000000 3 2
69003 2 84559.000000 3 2
69006 3 85775.000000 3 2
69008 1 0.000000 2 1
69009 3 35439.000000 4 3
69012 3 41063.000000 4 3
69014 1 0.000000 2 1
69019 4 64751.000000 4 4
69021 1 0.000000 2 1
69022 3 77621.000000 4 3
69023 3 2588.000000 3 2
69024 3 329332.000000 4 3
69025 1 0.000000 2 1
69026 4 136097.000000 5 4
69028 10 160828.000000 7 7
69031 2 13311.000000 3 2
69034 1 0.000000 2 1
69035 9 23066.000000 6 6
69038 1 0.000000 2 1
69039 1 0.000000 2 1
69040 1 0.000000 2 1
69041 1 0.000000 2 1
69042 2 1176594.000000 3 2
69043 3 90655.000000 2 1
69044 6 93015.000000 3 2
69048 2 4115.000000 3 2
69049 1 0.000000 2 1
69050 3 103513.000000 4 3
69051 1 0.000000 2 1
69052 3 56312.000000 2 1
69054 1 0.000000 2 1
69056 2 9155.000000 3 2
69058 1 0.000000 2 1
69059 1 0.000000 2 1
69060 3 307509.000000 4 3
69061 1 0.000000 2 1
69062 2 15601.000000 3 2
69066 1 0.000000 2 1
69067 1 0.000000 2 1
69069 2 2333.000000 2 1
69070 2 16826.000000 3 2
69073 6 14839.000000 4 3
69076 1 0.000000 2 1
69077 2 34864.000000 3 2
69079 1 0.000000 2 1
69082 1 0.000000 2 1
69083 1 0.000000 2 1
69084 1 0.000000 2 1
69091 3 249386.000000 3 2
69092 1 0.000000 2 1
69097 6 81920.000000 7 6
69098 1 0.000000 2 1
69100 1 0.000000 2 1
69102 7 31695.000000 7 6
69103 2 2633.000000 3 2
69104 2 135903.000000 3 2
69105 4 30564.000000 4 3
69106 1 0.000000 2 1
69110 6 234740.000000 4 3
69112 3 171849.000000 2 1
69115 1 0.000000 2 1
69116 2 4547.000000 3 2
69120 1 0.000000 2 1
69121 1 0.000000 2 1
69122 3 122989.000000 3 2
69124 1 0.000000 2 1
69128 2 30182.000000 3 2
69130 1 0.000000 2 1
69131 4 641029.000000 5 4
69134 1 0.000000 2 1
69136 1 0.000000 2 1
69138 1 0.000000 2 1
69139 2 1402.000000 3 2
69140 5 4032498.000000 5 4
69141 1 0.000000 2 1
69142 2 211063.000000 3 2
69145 1 0.000000 2 1
69154 3 73629.000000 4 3
69155 2 10393.000000 3 2
69157 1 0.000000 2 1
69159 2 2655.000000 3 2
69160 1 0.000000 2 1
69162 4 27686.000000 5 4
69166 4 305756.000000 4 3
69168 1 0.000000 2 1
69170 1 0.000000 2 1
69171 6 99613.000000 5 4
69174 3 171156.000000 3 2
69176 9 270489.000000 4 4
69178 6 103513.000000 3 2
69181 1 0.000000 2 1
69183 27 81668.000000 10 12
69184 2 22781.000000 3 2
69189 1 0.000000 2 1
69193 2 16186.000000 3 2
69194 1 0.000000 2 1
69196 4 99975.000000 5 4
69197 1 0.000000 2 1
69200 1 0.000000 2 1
69205 4 231318.000000 5 4
69206 1 0.000000 2 1
69207 1 0.000000 2 1
69211 1 0.000000 2 1
69213 7 95063.000000 8 7
69218 2 3278.000000 2 1
69221 2 949.000000 3 2
69223 3 108078.000000 4 3
69226 1 0.000000 2 1
69228 1 0.000000 2 1
69229 1 0.000000 2 1
69233 1 0.000000 2 1
69235 4 833789.000000 4 4
69237 2 1819.000000 3 2
69238 7 1499896.000000 2 1
69239 1 0.000000 2 1
69241 4 61065.000000 4 3
69245 3 6887.000000 3 2
69248 4 67299.000000 4 3
69249 2 58777.000000 3 2
69250 3 87804.000000 3 2
69251 3 288185.000000 4 3
69252 1 0.000000 2 1
69253 1 0.000000 2 1
69256 2 15070.000000 3 2
69257 1 0.000000 2 1
69258 3 1565.000000 4 3
69259 41 1057789.000000 23 31
69261 1 0.000000 2 1
69263 1 0.000000 2 1
69265 2 4876.000000 3 2
69267 1 0.000000 2 1
69268 1 0.000000 2 1
69270 4 197773.000000 5 4
69271 4 32711.000000 5 4
69272 4 11048.000000 3 2
69274 6 375091.000000 5 4
69277 11 356484.000000 4 3
69279 3 10438.000000 4 3
69280 1 0.000000 2 1
69284 2 47301.000000 3 2
69286 1 0.000000 2 1
69290 2 594.000000 3 2
69291 4 81702.000000 4 3
69292 5 107837.000000 3 2
69293 1 0.000000 2 1
69294 5 3442655.000000 6 5
69295 8 89094.000000 3 3
69298 1 0.000000 2 1
69302 1 0.000000 2 1
69305 2 54189.000000 3 2
69306 1 0.000000 2 1
69309 5 122695.000000 5 5
69311 2 3203.000000 2 1
69313 1 0.000000 2 1
69314 1 0.000000 2 1
69315 2 3936.000000 3 2
69319 2 48755.000000 3 2
69320 4 78185.000000 3 2
69321 3 1871.000000 4 3
69323 1 0.000000 2 1
69328 1 0.000000 2 1
69330 4 1356.000000 4 3
69331 4 72678.000000 3 2
69332 4 23849.000000 3 2
69337 2 1001.000000 3 2
69338 4 60630.000000 3 3
69339 1 0.000000 2 1
69340 1 0.000000 2 1
69341 2 16113.000000 3 2
69342 5 106054.000000 4 3
69343 4 13962.000000 3 2
69344 2 6089.000000 3 2
69346 3 71356.000000 3 2
69349 3 24595.000000 4 3
69352 1 0.000000 2 1
69353 2 2171.000000 3 2
69354 1 0.000000 2 1
69355 2 14816.000000 3 2
69356 1 0.000000 2 1
69360 1 0.000000 2 1
69364 3 1916524.000000 3 2
69367 2 404.000000 3 2
69369 1 0.000000 2 1
69370 1 0.000000 2 1
69372 1 0.000000 2 1
69374 1 0.000000 2 1
69375 1 0.000000 2 1
69377 2 4342.000000 2 1
69379 2 5011.000000 3 2
69381 6 15360.000000 6 5
69383 1 0.000000 2 1
69384 1 0.000000 2 1
69385 1 0.000000 2 1
69387 1 0.000000 2 1
69390 1 0.000000 2 1
69391 1 0.000000 2 1
69393 2 46565.000000 3 2
69398 1 0.000000 2 1
69399 2 41738.000000 3 2
69400 1 0.000000 2 1
69401 2 420494.000000 3 2
69405 6 135997.000000 5 4
69406 2 48377.000000 2 1
69409 1 0.000000 2 1
69412 3 21310.000000 3 2
69414 3 44943.000000 4 3
69415 1 0.000000 2 1
69417 1 0.000000 2 1
69418 2 1629216.000000 2 1
69421 2 2238.000000 3 2
69423 2 11792.000000 3 2
69425 1 0.000000 2 1
69428 1 0.000000 2 1
69431 3 33727.000000 4 3
69432 3 1752.000000 2 1
69436 5 23026.000000 5 4
69440 1 0.000000 2 1
69441 1 0.000000 2 1
69443 6 2500617.000000 3 2
69446 1 0.000000 2 1
69447 3 2013.000000 4 3
69448 2 59378.000000 2 1
69449 3 84487.000000 2 1
69451 5 95169.000000 3 2
69452 2 56981.000000 3 2
69453 1 0.000000 2 1
69455 2 31024.000000 2 1
69456 1 0.000000 2 1
69457 2 90.000000 3 2
69460 1 0.000000 2 1
69461 1 0.000000 2 1
69462 1 0.000000 2 1
69463 1 0.000000 2 1
69464 1 0.000000 2 1
69467 2 229514.000000 3 2
69472 1 0.000000 2 1
69473 1 0.000000 2 1
69476 2 18059.000000 3 2
69477 3 179615.000000 3 2
69479 6 77971.000000 6 5
69480 2 1299.000000 3 2
69481 6 55095.000000 6 5
69483 1 0.000000 2 1
69484 1 0.000000 2 1
69485 1 0.000000 2 1
69487 2 1177.000000 3 2
69488 3 13457.000000 3 2
69490 1 0.000000 2 1
69491 1 0.000000 2 1
69493 3 3751.000000 4 3
69495 1 0.000000 2 1
69497 7 237638.000000 5 4
69502 3 84988.000000 4 3
69503 1 0.000000 2 1
69504 3 84057.000000 3 2
69505 3 28163.000000 2 1
69506 1 0.000000 2 1
69507 2 5094.000000 2 1
69510 1 0.000000 2 1
69513 18 1377096.000000 6 8
69514 28 142508.000000 12 15
69517 1 0.000000 2 1
69521 1 0.000000 2 1
69524 7 114778.000000 7 6
69530 1 0.000000 2 1
69532 5 67348.000000 3 2
69533 1 0.000000 2 1
69537 1 0.000000 2 1
69538 2 55289.000000 3 2
69539 3 5626.000000 3 2
69543 8 27592.000000 5 5
69547 3 24942.000000 3 2
69548 2 67052.000000 3 2
69549 4 95321.000000 2 1
69550 13 91051.000000 11 11
69553 1 0.000000 2 1
69554 1 0.000000 2 1
69558 4 1103.000000 4 4
69559 8 172648.000000 7 6
69562 1 0.000000 2 1
69563 1 0.000000 2 1
69565 1 0.000000 2 1
69568 1 0.000000 2 1
69569 4 386543.000000 4 4
69571 2 2882.000000 2 1
69573 2 33153.000000 3 2
69577 2 32962.000000 3 2
69579 2 112438.000000 2 1
69580 2 48920.000000 3 2
69582 2 7048.000000 3 2
69585 2 10517.000000 3 2
69586 3 5153.000000 4 3
69587 1 0.000000 2 1
69588 1 0.000000 2 1
69590 1 0.000000 2 1
69591 2 6725.000000 3 2
69595 1 0.000000 2 1
69601 5 219608.000000 3 2
69602 2 24873.000000 3 2
69603 2 1864.000000 3 2
69604 6 35737.000000 4 3
69605 1 0.000000 2 1
69608 1 0.000000 2 1
69610 2 41735.000000 3 2
69611 3 3196.000000 3 2
69612 6 954938.000000 7 6
69616 5 41775.000000 3 2
69621 2 9814.000000 3 2
69622 1 0.000000 2 1
69626 1 0.000000 2 1
69632 1 0.000000 2 1
69633 4 52485.000000 5 4
69635 1 0.000000 2 1
69636 2 553.000000 3 2
69637 1 0.000000 2 1
69638 2 2070.000000 3 2
69643 6 49372.000000 5 5
69644 1 0.000000 2 1
69648 1 0.000000 2 1
69649 2 1417.000000 2 1
69652 5 133178.000000 5 4
69653 3 85549.000000 4 3
69654 5 375033.000000 4 3
69655 1 0.000000 2 1
69658 1 0.000000 2 1
69659 1 0.000000 2 1
69661 1 0.000000 2 1
69664 2 396.000000 3 2
69665 1 0.000000 2 1
69666 5 40648.000000 5 4
69667 2 42524.000000 3 2
69668 4 5389.000000 3 2
69671 2 2306.000000 2 1
69675 13 383948.000000 11 10
69677 1 0.000000 2 1
69678 1 0.000000 2 1
69679 6 220213.000000 4 3
69684 1 0.000000 2 1
69685 1 0.000000 2 1
69686 1 0.000000 2 1
69689 1 0.000000 2 1
69691 2 52269.000000 3 2
69692 1 0.000000 2 1
69694 1 0.000000 2 1
69696 2 11661.000000 3 2
69697 6 20129.000000 6 6
69698 3 19706.000000 4 3
69700 3 33417.000000 2 1
69701 4 112557.000000 3 2
69702 2 3141.000000 3 2
69703 1 0.000000 2 1
69704 5 90707.000000 3 2
69706 5 61636.000000 4 3
69708 1 0.000000 2 1
69716 1 0.000000 2 1
69717 2 46238.000000 3 2
69722 1 0.000000 2 1
69723 36 142840.000000 12 14
69725 2 10591.000000 3 2
69727 2 29933.000000 2 1
69728 1 0.000000 2 1
69729 2 570.000000 2 1
69732 2 94335.000000 3 2
69734 1 0.000000 2 1
69735 1 0.000000 2 1
69736 1 0.000000 2 1
69737 2 37199.000000 3 2
69739 3 45546.000000 4 3
69741 2 4554.000000 3 2
69746 1 0.000000 2 1
69749 1 0.000000 2 1
69751 2 220598.000000 3 2
69755 1 0.000000 2 1
69756 1 0.000000 2 1
69758 1 0.000000 2 1
69759 4 11324.000000 5 4
69760 2 6899.000000 3 2
69764 1 0.000000 2 1
69766 1 0.000000 2 1
69767 1 0.000000 2 1
69772 2 102769.000000 3 2
69774 1 0.000000 2 1
69776 1 0.000000 2 1
69777 4 148099.000000 5 4
69779 4 50699.000000 5 4
69780 1 0.000000 2 1
69781 1 0.000000 2 1
69782 7 783337.000000 5 4
69788 1 0.000000 2 1
69789 5 19254.000000 5 4
69790 6 59164.000000 5 5
69791 1 0.000000 2 1
69794 8 154135.000000 5 4
69795 3 7553.000000 4 3
69796 1 0.000000 2 1
69797 4 844545.000000 4 3
69798 2 9357.000000 2 1
69800 3 12665.000000 4 3
69802 3 15777.000000 4 3
69804 3 1076.000000 4 3
69808 1 0.000000 2 1
69815 1 0.000000 2 1
69816 3 38783.000000 3 2
69818 3 10233.000000 3 2
69831 2 3843.000000 3 2
69832 2 147.000000 3 2
69834 3 43340.000000 3 2
69837 8 422622.000000 6 7
69838 2 316.000000 2 1
69840 1 0.000000 2 1
69841 1 0.000000 2 1
69842 1 0.000000 2 1
69843 5 375840.000000 5 4
69845 1 0.000000 2 1
69848 1 0.000000 2 1
69850 1 0.000000 2 1
69851 1 0.000000 2 1
69853 2 50.000000 3 2
69854 1 0.000000 2 1
69860 1 0.000000 2 1
69861 3 2978.000000 4 3
69862 4 45608.000000 5 4
69864 1 0.000000 2 1
69867 8 130238.000000 2 1
69868 4 81936.000000 4 3
69869 2 111483.000000 3 2
69870 1 0.000000 2 1
69871 1 0.000000 2 1
69872 2 43160.000000 2 1
69876 1 0.000000 2 1
69877 1 0.000000 2 1
69878 10 150952.000000 5 6
69880 1 0.000000 2 1
69881 1 0.000000 2 1
69883 4 59109.000000 3 2
69887 2 78299.000000 2 1
69888 4 16137.000000 5 4
69889 3 1196.000000 2 1
69890 1 0.000000 2 1
69892 6 24517.000000 7 6
69893 3 60244.000000 4 3
69894 1 0.000000 2 1
69895 1 0.000000 2 1
69896 1 0.000000 2 1
69902 1 0.000000 2 1
69903 1 0.000000 2 1
69904 1 0.000000 2 1
69905 1 0.000000 2 1
69907 6 52264.000000 7 6
69908 2 848.000000 2 1
69910 1 0.000000 2 1
69911 9 13228626.000000 9 8
69913 1 0.000000 2 1
69915 4 162421.000000 2 1
69916 1 0.000000 2 1
69918 1 0.000000 2 1
69921 4 48105.000000 5 4
69924 1 0.000000 2 1
69925 3 94614.000000 4 3
69927 1 0.000000 2 1
69928 1 0.000000 2 1
69930 1 0.000000 2 1
69931 4 19813.000000 5 4
69933 1 0.000000 2 1
69935 1 0.000000 2 1
69936 1 0.000000 2 1
69938 2 9082.000000 3 2
69941 1 0.000000 2 1
69942 1 0.000000 2 1
69944 2 19202.000000 3 2
69945 1 0.000000 2 1
69946 1 0.000000 2 1
69947 1 0.000000 2 1
69948 4 261357.000000 4 3
69951 2 28258.000000 2 1
69952 2 1042.000000 3 2
69953 1 0.000000 2 1
69955 2 1046.000000 3 2
69957 1 0.000000 2 1
69959 1 0.000000 2 1
69961 2 37827.000000 3 2
69962 1 0.000000 2 1
69963 3 104040.000000 2 1
69965 3 15637.000000 4 3
69966 4 34490.000000 4 4
69968 1 0.000000 2 1
69971 12 124132.000000 8 10
69972 1 0.000000 2 1
69975 1 0.000000 2 1
69978 1 0.000000 2 1
69980 2 91.000000 3 2
69981 1 0.000000 2 1
69982 6 9112.000000 4 4
69983 2 55123.000000 3 2
69984 2 3469.000000 3 2
69985 2 7323.000000 3 2
69986 1 0.000000 2 1
69989 11 6764147.000000 5 6
69990 2 36009.000000 3 2
69991 1 0.000000 2 1
69994 4 71382.000000 2 1
69996 4 518557.000000 4 3
69999 1 0.000000 2 1
70000 3 46975.000000 3 2
70001 2 34928.000000 3 2
70003 3 78287.000000 2 1
70005 1 0.000000 2 1
70007 1 0.000000 2 1
70009 4 46771663.000000 4 3
70013 3 54858.000000 3 2
70014 11 249794.000000 7 6
70016 1 0.000000 2 1
70017 3 24749.000000 3 2
70019 1 0.000000 2 1
70020 1 0.000000 2 1
70021 7 29250.000000 7 7
70022 1 0.000000 2 1
70023 3 65245.000000 4 3
70024 6 577118.000000 4 3
70025 1 0.000000 2 1
